,Event.Id,Aircraft.Category,Amateur.Built,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Date,Location,Country,Weather.Condition,Incident.Severity,State,Year,Region,Number.of.Passengers,Aircraft.Size
39476,20001208X05646,Airplane,No,Turbo Prop,1.0,0.0,0.0,4.0,1996-04-27,"RAEFORD, NC",United States,Vmc,1,NC,1996,South,5.0,Personal
40009,20001208X06203,Airplane,No,Turbo Jet,2.0,2.0,3.0,137.0,1996-07-06,"PENSACOLA, FL",United States,Vmc,1,FL,1996,South,144.0,Large
41704,20001208X07906,Airplane,No,Turbo Jet,0.0,1.0,0.0,96.0,1997-05-04,"DENVER, CO",United States,Vmc,0,CO,1997,West,97.0,Medium
42219,20001208X08313,Airplane,No,Turbo Jet,0.0,0.0,0.0,75.0,1997-07-12,"MEMPHIS, TN",United States,Vmc,0,TN,1997,South,75.0,Medium
42415,20001208X08606,Airplane,No,Turbo Fan,228.0,26.0,0.0,0.0,1997-08-06,"NIMITZ HILL, GU",United States,Imc,1,GU,1997,,254.0,Jumbo
42843,20001208X08986,Airplane,No,Turbo Prop,9.0,0.0,0.0,0.0,1997-10-08,"MONTROSE, CO",United States,Imc,1,CO,1997,West,9.0,Personal
43011,20001208X09227,Airplane,No,Turbo Prop,1.0,0.0,0.0,17.0,1997-11-08,"ELBERTA, AL",United States,Vmc,1,AL,1997,South,18.0,Small
44772,20001211X10835,Airplane,No,Turbo Fan,0.0,1.0,2.0,0.0,1998-08-28,"EL PASO, TX",United States,Vmc,0,TX,1998,South,3.0,Personal
45194,20001211X11475,Airplane,No,Turbo Prop,1.0,0.0,0.0,11.0,1998-11-03,"MEMPHIS, TN",United States,Vmc,1,TN,1998,South,12.0,Small
46179,20001212X18819,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,1999-05-22,"MOKULEIA, HI",United States,Vmc,1,HI,1999,West,1.0,Personal
46740,20001212X19228,Airplane,No,Turbo Prop,10.0,0.0,0.0,0.0,1999-07-31,"MARINE CITY, MI",United States,Vmc,1,MI,1999,Midwest,10.0,Personal
47864,20001212X20487,Airplane,No,Turbo Prop,1.0,0.0,0.0,1.0,2000-02-16,"MCALESTER, OK",United States,Vmc,1,OK,2000,South,2.0,Personal
47870,20001212X20472,Airplane,No,Turbo Fan,3.0,0.0,0.0,0.0,2000-02-16,"RANCHO CORDOVA, CA",United States,Vmc,1,CA,2000,West,3.0,Personal
47942,20001212X20606,Airplane,No,Turbo Fan,0.0,2.0,42.0,98.0,2000-03-05,"BURBANK, CA",United States,Vmc,0,CA,2000,West,142.0,Large
48128,20001212X20873,Airplane,No,Turbo Fan,3.0,0.0,0.0,0.0,2000-04-05,"MARIANNA, FL",United States,Vmc,1,FL,2000,South,3.0,Personal
48284,20001212X20797,Airplane,No,Turbo Fan,0.0,0.0,0.0,20.0,2000-04-30,"DENVER, CO",United States,Imc,0,CO,2000,West,20.0,Small
48402,20001212X21079,Airplane,No,Turbo Fan,0.0,1.0,0.0,123.0,2000-05-20,"NASHVILLE, TN",United States,Imc,0,TN,2000,South,124.0,Large
49356,20020201X00156,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2000-09-14,"BELLEVILLE, MI",United States,Vmc,0,MI,2000,Midwest,1.0,Personal
49879,20010216X00462,Airplane,No,Turbo Fan,0.0,1.0,0.0,79.0,2000-12-27,"Boston, MA",United States,Vmc,0,MA,2000,Northeast,80.0,Medium
49949,20010119X00328,Airplane,No,Turbo Jet,0.0,2.0,0.0,0.0,2001-01-14,"Troy, AL",United States,Vmc,0,AL,2001,South,2.0,Personal
49991,20010206X00396,Airplane,No,Turbo Prop,4.0,0.0,0.0,0.0,2001-01-24,"Nashville, TN",United States,Vmc,1,TN,2001,South,4.0,Personal
50033,20010226X00510,Airplane,No,Turbo Fan,0.0,0.0,0.0,135.0,2001-02-03,"BOSTON, MA",United States,Vmc,0,MA,2001,Northeast,135.0,Large
50042,20010226X00510,Airplane,No,Turbo Fan,0.0,0.0,0.0,135.0,2001-02-03,"Boston, MA",United States,Vmc,0,MA,2001,Northeast,135.0,Large
50058,20010213X00442,Airplane,No,Turbo Fan,0.0,0.0,0.0,8.0,2001-02-06,"PINEDALE, WY",United States,Imc,0,WY,2001,West,8.0,Personal
50298,20010404X00692,Airplane,No,Turbo Prop,0.0,5.0,13.0,4.0,2001-03-31,"DECATUR, TX",United States,Vmc,0,TX,2001,South,22.0,Small
50349,20010417X00765,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2001-04-09,"Vero Beach, FL",United States,Vmc,1,FL,2001,South,2.0,Personal
50634,20010601X01046,Airplane,No,Turbo Prop,1.0,0.0,0.0,22.0,2001-05-27,"Fentress, TX",United States,Vmc,1,TX,2001,South,23.0,Small
51768,20011119X02259,Airplane,No,Turbo Prop,4.0,0.0,0.0,0.0,2001-11-12,"Graham, TX",United States,Imc,1,TX,2001,South,4.0,Personal
51981,20020114X00067,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2002-01-08,"COVINGTON, KY",United States,Vmc,0,KY,2002,South,1.0,Personal
51987,20020114X00065,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2002-01-10,"ALBUQUERQUE, NM",United States,Imc,0,NM,2002,West,2.0,Personal
52049,20020125X00135,Airplane,No,Turbo Jet,0.0,1.0,0.0,74.0,2002-01-24,"Indianapolis, IN",United States,Vmc,0,IN,2002,Midwest,75.0,Medium
52813,20020621X00955,Airplane,No,Turbo Fan,0.0,0.0,0.0,123.0,2002-06-16,"KANSAS CITY, MO",United States,Vmc,0,MO,2002,Midwest,123.0,Large
53653,20021029X05398,Airplane,No,Turbo Prop,0.0,0.0,0.0,33.0,2002-10-14,"ALBANY, NY",United States,Vmc,0,NY,2002,Northeast,33.0,Small
53892,20021230X05643,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2002-12-04,"Lewisville, TX",United States,Imc,1,TX,2002,South,1.0,Personal
53955,20021226X05636,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2002-12-25,"MANTEO, NC",United States,Imc,1,NC,2002,South,1.0,Personal
54087,20030127X00114,Airplane,No,Turbo Prop,0.0,2.0,0.0,0.0,2003-01-24,"San Angelo, TX",United States,Vmc,0,TX,2003,South,2.0,Personal
54239,20030315X00341,Airplane,No,Turbo Prop,0.0,1.0,0.0,3.0,2003-03-03,"TRACY, CA",United States,Vmc,0,CA,2003,West,4.0,Personal
54525,20030429X00591,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2003-04-24,"MOBILE, AL",United States,Vmc,1,AL,2003,South,1.0,Personal
54607,20030520X00693,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2003-05-13,"BAXTERVILLE, MS",United States,Vmc,0,MS,2003,South,1.0,Personal
54832,20030925X01598,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2003-06-13,"SANTA FE, NM",United States,Vmc,0,NM,2003,West,3.0,Personal
54939,20030707X01025,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2003-06-26,"PEARISBURG, VA",United States,Vmc,0,VA,2003,South,1.0,Personal
55006,20030714X01095,Airplane,No,Turbo Prop,1.0,1.0,1.0,0.0,2003-07-04,"EAST WENATCHEE, WA",United States,Vmc,1,WA,2003,West,3.0,Personal
55060,20030714X01104,Airplane,No,Turbo Prop,0.0,1.0,0.0,2.0,2003-07-09,"Kotzebue, AK",United States,Vmc,0,AK,2003,West,3.0,Personal
55100,20030929X01609,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2003-07-16,"SUNRIVER, OR",United States,Vmc,0,OR,2003,West,1.0,Personal
55135,20030929X01610,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2003-07-20,"BURLEY, ID",United States,Vmc,0,ID,2003,West,1.0,Personal
55162,20030902X01433,Airplane,No,Turbo Fan,0.0,1.0,2.0,110.0,2003-07-22,"Wadsworth, OH",United States,Vmc,0,OH,2003,Midwest,113.0,Large
55434,20030910X01507,Airplane,No,Turbo Jet,0.0,0.0,0.0,138.0,2003-09-02,"JAMAICA, NY",United States,Vmc,0,NY,2003,Northeast,138.0,Large
55438,20031017X01759,Airplane,No,Turbo Fan,0.0,1.0,0.0,23.0,2003-09-02,"Hebron, KY",United States,Vmc,0,KY,2003,South,24.0,Small
55630,20031105X01861,Airplane,No,Turbo Fan,0.0,0.0,0.0,76.0,2003-10-04,"BOSTON, MA",United States,Vmc,0,MA,2003,Northeast,76.0,Medium
55992,20031216X02050,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2003-12-16,"MOSINEE, WI",United States,Imc,0,WI,2003,Midwest,1.0,Personal
56463,20040426X00514,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2004-04-08,"FRIONA, TX",United States,Vmc,0,TX,2004,South,1.0,Personal
56473,20040413X00453,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2004-04-09,"Denver, CO",United States,Imc,0,CO,2004,West,2.0,Personal
56535,20040603X00723,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2004-04-21,"San Angelo, TX",United States,Vmc,0,TX,2004,South,1.0,Personal
56722,20040628X00873,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2004-05-24,"BEEDEVILLE, AR",United States,Vmc,0,AR,2004,South,1.0,Personal
56857,20040623X00853,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2004-06-14,"Kodiak, AK",United States,Imc,1,AK,2004,West,1.0,Personal
56947,20040709X00936,Airplane,No,Turbo Prop,0.0,0.0,0.0,8.0,2004-06-30,"GREEN BAY, WI",United States,Vmc,0,WI,2004,Midwest,8.0,Personal
56962,20040802X01121,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2004-07-02,"HILLSBORO, AL",United States,Vmc,0,AL,2004,South,1.0,Personal
57051,20040804X01143,Airplane,No,Turbo Fan,0.0,0.0,0.0,9.0,2004-07-12,"Sarasota, FL",United States,Imc,0,FL,2004,South,9.0,Personal
57144,20060111X00048,Airplane,No,Turbo Fan,0.0,1.0,0.0,216.0,2004-07-25,"Miami, FL",United States,Vmc,0,FL,2004,South,217.0,Jumbo
57306,20040825X01285,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2004-08-17,"Neihart, MT",United States,Vmc,1,MT,2004,West,2.0,Personal
57310,20040914X01427,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2004-08-18,"SHOW LOW, AZ",United States,Vmc,0,AZ,2004,West,4.0,Personal
57500,20041001X01555,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2004-09-15,"BELLE GLADE, FL",United States,Vmc,0,FL,2004,South,1.0,Personal
57514,20041005X01571,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2004-09-18,"FIREBAUGH, CA",United States,Vmc,0,CA,2004,West,1.0,Personal
57694,20041020X01659,Airplane,No,Turbo Prop,13.0,2.0,0.0,0.0,2004-10-19,"Kirksville, MO",United States,Imc,1,MO,2004,Midwest,15.0,Small
57887,20041216X01997,Airplane,No,Turbo Fan,0.0,0.0,0.0,6.0,2004-11-29,"CLEVELAND, OH",United States,Vmc,0,OH,2004,Midwest,6.0,Personal
57967,20050112X00038,Airplane,No,Turbo Fan,0.0,0.0,1.0,2.0,2004-12-18,"CLEVELAND, OH",United States,Vmc,0,OH,2004,Midwest,3.0,Personal
58022,20050216X00195,Airplane,No,Turbo Prop,0.0,0.0,0.0,5.0,2005-01-03,"THERMAL, CA",United States,Imc,0,CA,2005,West,5.0,Personal
58092,20050211X00175,Airplane,No,Turbo Jet,0.0,0.0,0.0,9.0,2005-01-19,"LOGAN, UT",United States,Imc,0,UT,2005,West,9.0,Personal
58104,20050307X00277,Airplane,No,Turbo Jet,0.0,0.0,0.0,2.0,2005-01-21,"SAN ANTONIO, TX",United States,Vmc,0,TX,2005,South,2.0,Personal
58138,20050208X00153,Airplane,No,Turbo Fan,0.0,4.0,9.0,0.0,2005-02-02,"TETERBORO, NJ",United States,Vmc,0,NJ,2005,Northeast,13.0,Small
58176,20050224X00231,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2005-02-10,"INDIANAPOLIS, IN",United States,Vmc,0,IN,2005,Midwest,2.0,Personal
58244,20050323X00356,Airplane,No,Turbo Fan,0.0,0.0,0.0,214.0,2005-03-02,"NEWARK, NJ",United States,Vmc,0,NJ,2005,Northeast,214.0,Jumbo
58248,20050307X00278,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-03-02,"DUMAS, AR",United States,Vmc,0,AR,2005,South,1.0,Personal
58249,20050414X00454,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-03-02,"PANAMA CITY, FL",United States,Vmc,0,FL,2005,South,1.0,Personal
58302,20050426X00503,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-03-11,"MARVELL, AR",United States,Vmc,0,AR,2005,South,1.0,Personal
58332,20050407X00427,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-03-18,"CROSBYTON, TX",United States,Vmc,0,TX,2005,South,1.0,Personal
58394,20050425X00499,Airplane,No,Turbo Fan,0.0,0.0,0.0,4.0,2005-04-02,"TETERBORO, NJ",United States,Imc,0,NJ,2005,Northeast,4.0,Personal
58521,20050502X00534,Airplane,No,Turbo Jet,0.0,0.0,0.0,98.0,2005-04-25,"Denver, CO",United States,Vmc,0,CO,2005,West,98.0,Medium
58595,20051213X01965,Airplane,No,Turbo Fan,0.0,1.0,7.0,137.0,2005-05-10,"MINNEAPOLIS, MN",United States,Vmc,0,MN,2005,Midwest,145.0,Large
58607,20050523X00653,Airplane,No,Turbo Fan,0.0,0.0,0.0,80.0,2005-05-12,"Union Star, MO",United States,Imc,0,MO,2005,Midwest,80.0,Medium
58683,20060808X01110,Airplane,No,Turbo Fan,0.0,1.0,0.0,2.0,2005-05-21,"Augusta, GA",United States,Vmc,0,GA,2005,South,3.0,Personal
58701,20050622X00831,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-05-24,"FONTAINE, AR",United States,Vmc,0,AR,2005,South,1.0,Personal
58703,20050712X00985,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-05-24,"CHERRY VALLEY, AR",United States,Vmc,0,AR,2005,South,1.0,Personal
58711,20050630X00909,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2005-05-26,"CLOVER BEND, AR",United States,Vmc,0,AR,2005,South,1.0,Personal
58918,20050802X01140,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-06-23,"EAGLE LAKE, TX",United States,Vmc,0,TX,2005,South,1.0,Personal
58987,20050804X01155,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-07-01,"GILLETT, AR",United States,Vmc,0,AR,2005,South,1.0,Personal
58988,20050803X01150,Airplane,No,Turbo Jet,0.0,0.0,0.0,4.0,2005-07-01,"AMARILLO, TX",United States,Vmc,0,TX,2005,South,4.0,Personal
59074,20051028X01749,Airplane,No,Turbo Fan,0.0,1.0,0.0,186.0,2005-07-11,"Raleigh-Durham, NC",United States,Vmc,0,NC,2005,South,187.0,Large
59103,20050805X01167,Airplane,No,Turbo Fan,0.0,0.0,0.0,5.0,2005-07-15,"NEWNAN, GA",United States,Vmc,0,GA,2005,South,5.0,Personal
59149,20050802X01141,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-07-22,"GASSOWAY, LA",United States,Vmc,0,LA,2005,South,1.0,Personal
59152,20050802X01138,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-07-23,"HAMLIN, TX",United States,Vmc,0,TX,2005,South,1.0,Personal
59198,20050908X01415,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-07-30,"KERMAN, CA",United States,Vmc,0,CA,2005,West,1.0,Personal
59210,20050810X01205,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-07-31,"TRUFANT, MI",United States,Vmc,0,MI,2005,Midwest,1.0,Personal
59234,20050817X01269,Airplane,No,Turbo Fan,0.0,0.0,0.0,324.0,2005-08-03,"Denver, CO",United States,Vmc,0,CO,2005,West,324.0,Jumbo
59291,20050825X01313,Airplane,No,Turbo Jet,0.0,0.0,0.0,205.0,2005-08-08,"NEWARK, NJ",United States,Vmc,0,NJ,2005,Northeast,205.0,Jumbo
59300,20050909X01423,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-08-09,"LYFORD, TX",United States,Vmc,0,TX,2005,South,1.0,Personal
59362,20050921X01501,Airplane,No,Turbo Fan,0.0,0.0,2.0,338.0,2005-08-19,"AGANA, GU",United States,Vmc,0,GU,2005,,340.0,Jumbo
59420,20050926X01526,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-08-28,"HECTOR, MN",United States,Vmc,0,MN,2005,Midwest,1.0,Personal
59428,20050913X01445,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-08-29,"DAVENPORT, ND",United States,Vmc,0,ND,2005,Midwest,1.0,Personal
59436,20051025X01722,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-08-31,"TAYLOR, TX",United States,Vmc,0,TX,2005,South,1.0,Personal
59457,20051006X01591,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2005-09-03,"ALBUQUERQUE, NM",United States,Vmc,0,NM,2005,West,3.0,Personal
59503,20051011X01614,Airplane,No,Turbo Fan,0.0,0.0,0.0,10.0,2005-09-10,"NEW BRAUNFELS, TX",United States,Vmc,0,TX,2005,South,10.0,Personal
59530,20051130X01913,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2005-09-14,"EPPS, LA",United States,Vmc,0,LA,2005,South,1.0,Personal
59584,20050927X01540,Airplane,No,Turbo Jet,0.0,0.0,0.0,146.0,2005-09-21,"Los Angeles, CA",United States,Vmc,0,CA,2005,West,146.0,Large
59590,20051130X01912,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2005-09-22,"EL RENO, OK",United States,Vmc,0,OK,2005,South,2.0,Personal
59735,20051130X01907,Airplane,No,Turbo Fan,0.0,0.0,0.0,10.0,2005-10-19,"HOUSTON, TX",United States,Vmc,0,TX,2005,South,10.0,Personal
59756,20051123X01878,Airplane,No,Turbo Fan,0.0,1.0,0.0,4.0,2005-10-22,"San Antonio, TX",United States,Vmc,0,TX,2005,South,5.0,Personal
59764,20051128X01899,Airplane,No,Turbo Jet,0.0,0.0,0.0,2.0,2005-10-26,"SACRAMENTO, CA",United States,Vmc,0,CA,2005,West,2.0,Personal
59833,20051124X01887,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2005-11-08,"Manchester, NH",United States,Vmc,0,NH,2005,Northeast,1.0,Personal
59843,20051206X01944,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2005-11-10,"OSCEOLA, AR",United States,Vmc,0,AR,2005,South,1.0,Personal
59857,20051228X02020,Airplane,No,Turbo Prop,0.0,0.0,1.0,2.0,2005-11-15,"SOUTHAMPTON, NY",United States,Vmc,0,NY,2005,Northeast,3.0,Personal
59956,20060111X00056,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2005-12-13,"NEWTOK, AK",United States,Vmc,0,AK,2005,West,4.0,Personal
59980,20060113X00067,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2005-12-19,"BREVIG MISSION, AK",United States,Vmc,0,AK,2005,West,2.0,Personal
60023,20060120X00108,Airplane,No,Turbo Prop,0.0,0.0,2.0,0.0,2005-12-27,"LANCASTER, CA",United States,Vmc,0,CA,2005,West,2.0,Personal
60041,20060206X00169,Airplane,No,Turbo Fan,0.0,1.0,0.0,3.0,2005-12-30,"Baltimore, MD",United States,Vmc,0,MD,2005,South,4.0,Personal
60058,20060109X00033,Airplane,No,Turbo Prop,0.0,0.0,0.0,28.0,2006-01-02,"Santa Maria, CA",United States,Imc,0,CA,2006,West,28.0,Small
60119,20060131X00133,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-01-20,"TAMPA, FL",United States,Vmc,0,FL,2006,South,1.0,Personal
60134,20060202X00149,Airplane,No,Turbo Fan,4.0,0.0,0.0,0.0,2006-01-24,"Carlsbad, CA",United States,Vmc,1,CA,2006,West,4.0,Personal
60178,20060309X00280,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2006-02-04,"CANTON, OH",United States,Vmc,0,OH,2006,Midwest,4.0,Personal
60349,20060330X00368,Airplane,No,Turbo Fan,0.0,0.0,0.0,138.0,2006-03-21,"Denver, CO",United States,Vmc,0,CO,2006,West,138.0,Large
60409,20060504X00511,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2006-04-04,"MEMPHIS, TN",United States,Vmc,0,TN,2006,South,3.0,Personal
60451,20060510X00537,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2006-04-11,"ULYSSES, KS",United States,Vmc,0,KS,2006,Midwest,1.0,Personal
60454,20060511X00555,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-04-12,"STANFIELD, AZ",United States,Vmc,0,AZ,2006,West,1.0,Personal
60539,20060509X00531,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-04-25,"NOGALES, AZ",United States,Vmc,0,AZ,2006,West,1.0,Personal
60558,20060516X00583,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2006-04-28,"De Witt, AR",United States,Vmc,0,AR,2006,South,1.0,Personal
60650,20060623X00808,Airplane,No,Turbo Fan,0.0,0.0,0.0,7.0,2006-05-16,"MURFREESBORO, TN",United States,Vmc,0,TN,2006,South,7.0,Personal
60659,20060601X00665,Airplane,No,Turbo Prop,1.0,1.0,0.0,0.0,2006-05-18,"DEWITT, AR",United States,Vmc,1,AR,2006,South,2.0,Personal
60664,20060622X00803,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-05-18,"PERRY, FL",United States,Vmc,0,FL,2006,South,1.0,Personal
60674,20060626X00817,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-05-19,"Winchester, AR",United States,Vmc,0,AR,2006,South,1.0,Personal
60737,20060627X00833,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-05-29,"TUCKERMAN, AR",United States,Vmc,0,AR,2006,South,1.0,Personal
60768,20060711X00920,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-06-02,"GRAND VIEW, ID",United States,Vmc,0,ID,2006,West,1.0,Personal
60798,20060627X00835,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-06-06,"MINTURN, AR",United States,Vmc,0,AR,2006,South,1.0,Personal
60860,20060711X00921,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-06-17,"MURTAUGH, ID",United States,Vmc,0,ID,2006,West,1.0,Personal
60915,20060630X00859,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2006-06-25,"Fort Pierce, FL",United States,Vmc,1,FL,2006,South,1.0,Personal
61027,20061003X01443,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-07-12,"MARVELL, AR",United States,Vmc,0,AR,2006,South,1.0,Personal
61046,20060725X01013,Airplane,No,Turbo Fan,0.0,0.0,0.0,5.0,2006-07-15,"VAN NUYS, CA",United States,Vmc,0,CA,2006,West,5.0,Personal
61145,20060808X01115,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2006-07-28,"MEMPHIS, TN",United States,Vmc,0,TN,2006,South,3.0,Personal
61151,20060803X01086,Airplane,No,Turbo Prop,6.0,2.0,0.0,0.0,2006-07-29,"SULLIVAN, MO",United States,Vmc,1,MO,2006,Midwest,8.0,Personal
61152,20060809X01120,Airplane,No,Turbo Prop,0.0,0.0,0.0,6.0,2006-07-29,"RICEBORO, GA",United States,Vmc,0,GA,2006,South,6.0,Personal
61164,20060831X01269,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-07-31,"SPRINGFIELD, MN",United States,Vmc,0,MN,2006,Midwest,1.0,Personal
61193,20060822X01221,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2006-08-04,"Pownal, VT",United States,Imc,1,VT,2006,Northeast,1.0,Personal
61242,20060907X01311,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-08-13,"PAWTUCKET, RI",United States,Vmc,0,RI,2006,Northeast,1.0,Personal
61296,20061006X01479,Airplane,No,Turbo Prop,0.0,1.0,0.0,13.0,2006-08-22,"LODI, CA",United States,Vmc,0,CA,2006,West,14.0,Small
61304,20060928X01419,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-08-23,"ALLIANCE, NE",United States,Vmc,0,NE,2006,Midwest,1.0,Personal
61329,20060906X01297,Airplane,No,Turbo Fan,0.0,0.0,3.0,3.0,2006-08-28,"SMITH, NV",United States,Vmc,0,NV,2006,West,6.0,Personal
61344,20060906X01291,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2006-09-01,"Argyle, FL",United States,Imc,1,FL,2006,South,1.0,Personal
61370,20061031X01578,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-09-05,"HONDO, TX",United States,Vmc,0,TX,2006,South,1.0,Personal
61383,20061015X01521,Airplane,No,Turbo Fan,0.0,0.0,0.0,179.0,2006-09-08,"NEW YORK, NY",United States,Vmc,0,NY,2006,Northeast,179.0,Large
61384,20061015X01521,Airplane,No,Turbo Fan,0.0,0.0,0.0,179.0,2006-09-08,"New York, NY",United States,Vmc,0,NY,2006,Northeast,179.0,Large
61409,20061005X01460,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2006-09-13,"COLO. SPRINGS, CO",United States,Vmc,0,CO,2006,West,2.0,Personal
61556,20061221X01829,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-10-13,"LINDEN, AL",United States,Vmc,0,AL,2006,South,1.0,Personal
61575,20061026X01561,Airplane,No,Turbo Prop,5.0,0.0,0.0,0.0,2006-10-18,"Prescott, AZ",United States,Vmc,1,AZ,2006,West,5.0,Personal
61640,20061114X01639,Airplane,No,Turbo Fan,0.0,0.0,0.0,12.0,2006-11-01,"FORT LAUDERDALE, FL",United States,Vmc,0,FL,2006,South,12.0,Small
61671,20070426X00458,Airplane,No,Turbo Fan,0.0,0.0,0.0,216.0,2006-11-07,"Chicago, IL",United States,Imc,0,IL,2006,Midwest,216.0,Jumbo
61676,20061207X01751,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-11-09,"PINE HILL, AL",United States,Vmc,0,AL,2006,South,1.0,Personal
61779,20061221X01834,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2006-12-05,"MENOMINEE, MI",United States,Vmc,0,MI,2006,Midwest,2.0,Personal
61798,20070223X00221,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2006-12-10,"WAUKEGAN, IL",United States,Vmc,0,IL,2006,Midwest,2.0,Personal
61849,20070118X00070,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2006-12-22,"MOSINEE, WI",United States,Imc,0,WI,2006,Midwest,1.0,Personal
61861,20070111X00042,Airplane,No,Turbo Fan,0.0,0.0,0.0,208.0,2006-12-26,"SAN DIEGO, CA",United States,Vmc,0,CA,2006,West,208.0,Jumbo
61867,20061227X01849,Airplane,No,Turbo Fan,0.0,0.0,0.0,368.0,2006-12-26,"Miami, FL",United States,Vmc,0,FL,2006,South,368.0,Jumbo
61868,20070111X00042,Airplane,No,Turbo Fan,0.0,0.0,0.0,208.0,2006-12-26,"San Diego, CA",United States,Vmc,0,CA,2006,West,208.0,Jumbo
