,Event.Id,Aircraft.Category,Amateur.Built,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Date,Location,Country,Weather.Condition,Incident.Severity,State,Year,Region,Number.of.Passengers,Aircraft.Size
84126,20190522X55614,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2019-05-21,"Pearsall, TX",United States,Vmc,0,TX,2019,South,1.0,Personal
84130,20190522X55002,Airplane,No,Turbo Fan,2.0,0.0,0.0,0.0,2019-05-22,"Greenfield, IN",United States,Imc,1,IN,2019,Midwest,2.0,Personal
84142,20190524X14613,Airplane,No,Turbo Fan,1.0,0.0,0.0,0.0,2019-05-24,"Atlantic Ocean, AO",United States,Vmc,1,AO,2019,,1.0,Personal
84144,20190528X43232,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-05-24,"Grangeville, ID",United States,Vmc,0,ID,2019,West,1.0,Personal
84150,20190528X32306,Airplane,No,Turbo Fan,0.0,1.0,1.0,126.0,2019-05-25,"Waycross, GA",United States,Vmc,0,GA,2019,South,128.0,Large
84152,20190528X53638,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-05-25,"Oakes, ND",United States,Vmc,0,ND,2019,Midwest,1.0,Personal
84165,20190529X23833,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-05-27,"Fisher, AR",United States,Vmc,0,AR,2019,South,1.0,Personal
84196,20190602X60904,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2019-05-31,"Rockford, OH",United States,Vmc,0,OH,2019,Midwest,1.0,Personal
84234,20190607X71851,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2019-06-07,"Monument, KS",United States,Vmc,0,KS,2019,Midwest,1.0,Personal
84255,20190617X70049,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-06-09,"La Ward, TX",United States,Vmc,0,TX,2019,South,1.0,Personal
84263,20190610X45525,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2019-06-10,"Butler, MO",United States,Vmc,1,MO,2019,Midwest,1.0,Personal
84266,20190611X81231,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2019-06-10,"Jacksonville, FL",United States,Vmc,0,FL,2019,South,3.0,Personal
84277,20190612X22423,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2019-06-12,"Greenville, TX",United States,Vmc,0,TX,2019,South,3.0,Personal
84288,20190614X13326,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-06-13,"San Benito, TX",United States,Vmc,0,TX,2019,South,1.0,Personal
84313,20190617X50831,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-06-17,"Liberal, KS",United States,Vmc,0,KS,2019,Midwest,1.0,Personal
84341,20190622X23034,Airplane,No,Turbo Prop,11.0,0.0,0.0,0.0,2019-06-22,"Mokuleia, HI",United States,Vmc,1,HI,2019,West,11.0,Small
84369,20190628X80552,Airplane,No,Turbo Jet,0.0,1.0,1.0,2.0,2019-06-27,"Janesville, WI",United States,Vmc,0,WI,2019,Midwest,4.0,Personal
84401,20190708X35225,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-06-29,"Plant City, FL",United States,Vmc,0,FL,2019,South,1.0,Personal
84409,20190630X33829,Airplane,No,Turbo Prop,10.0,0.0,0.0,0.0,2019-06-30,"Addison, TX",United States,Vmc,1,TX,2019,South,10.0,Personal
84455,20190708X12801,Airplane,No,Turbo Prop,0.0,6.0,0.0,0.0,2019-07-08,"Bethel, AK",United States,Vmc,0,AK,2019,West,6.0,Personal
84484,20190713X90722,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2019-07-12,"Orlando, FL",United States,Vmc,0,FL,2019,South,3.0,Personal
84531,20190719X23022,Airplane,No,Turbo Jet,0.0,1.0,0.0,0.0,2019-07-18,"Mesquite, NV",United States,Vmc,0,NV,2019,West,1.0,Personal
84558,20190722X93824,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-07-21,"Breckenridge, MI",United States,Vmc,0,MI,2019,Midwest,1.0,Personal
84576,20190724X24816,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2019-07-24,"Welsh, LA",United States,Vmc,0,LA,2019,South,1.0,Personal
84578,20190724X41953,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-07-24,"Walls, MS",United States,Vmc,0,MS,2019,South,1.0,Personal
84583,20190725X95527,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-07-24,"STANTON, TX",United States,Vmc,0,TX,2019,South,1.0,Personal
84604,20190728X30127,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2019-07-27,"El Paso, TX",United States,Vmc,0,TX,2019,South,3.0,Personal
84630,20190801X94426,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2019-08-01,"Novato, CA",United States,Vmc,0,CA,2019,West,2.0,Personal
84648,20190804X90303,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-08-04,"Waco, NE",United States,Vmc,0,NE,2019,Midwest,1.0,Personal
84670,20190808X54033,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2019-08-08,"Sumner, IA",United States,Vmc,1,IA,2019,Midwest,1.0,Personal
84675,20190813X55350,Airplane,No,Turbo Fan,0.0,2.0,1.0,7.0,2019-08-08,"Lubbock, TX",United States,Vmc,0,TX,2019,South,10.0,Personal
84702,20190814X82547,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-08-14,"Stockton, CA",United States,Vmc,0,CA,2019,West,1.0,Personal
84707,20190815X44418,Airplane,No,Turbo Prop,0.0,3.0,0.0,0.0,2019-08-15,"San Marcos, TX",United States,Vmc,0,TX,2019,South,3.0,Personal
84710,20190815X74831,Airplane,No,Turbo Fan,0.0,3.0,0.0,2.0,2019-08-15,"Elizabethton, TN",United States,Vmc,0,TN,2019,South,5.0,Personal
84718,20190819X15302,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-08-16,"Onida, SD",United States,Vmc,0,SD,2019,Midwest,1.0,Personal
84726,20190818X23637,Airplane,No,Turbo Prop,0.0,0.0,0.0,10.0,2019-08-18,"Lahaina, HI",United States,Vmc,0,HI,2019,West,10.0,Personal
84748,20190821X63931,Airplane,No,Turbo Fan,0.0,0.0,0.0,10.0,2019-08-21,"Oroville, CA",United States,Vmc,0,CA,2019,West,10.0,Personal
84779,20190826X43114,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-08-25,"Bethany, OK",United States,Vmc,0,OK,2019,South,1.0,Personal
84786,20190826X12752,Airplane,No,Turbo Prop,0.0,0.0,0.0,7.0,2019-08-26,"Santa Barbara, CA",United States,Vmc,0,CA,2019,West,7.0,Personal
84792,20190830X60449,Airplane,No,Turbo Jet,0.0,0.0,1.0,151.0,2019-08-27,"Chicago, IL",United States,Vmc,0,IL,2019,Midwest,152.0,Large
84793,20190830X64106,Airplane,No,Turbo Fan,0.0,0.0,1.0,0.0,2019-08-27,"Denver, CO",United States,Vmc,0,CO,2019,West,1.0,Personal
84801,20190829X34852,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2019-08-29,"Olney, TX",United States,Vmc,0,TX,2019,South,1.0,Personal
84812,20190831X32452,Airplane,No,Turbo Fan,0.0,2.0,0.0,0.0,2019-08-31,"El Monte, CA",United States,Vmc,0,CA,2019,West,2.0,Personal
84852,20190916X91526,Airplane,No,Turbo Fan,0.0,0.0,1.0,107.0,2019-09-06,"Fort Myers, FL",United States,Vmc,0,FL,2019,South,108.0,Large
84857,20190909X03241,Airplane,No,Turbo Prop,0.0,2.0,0.0,0.0,2019-09-07,"Lakeport, CA",United States,Vmc,0,CA,2019,West,2.0,Personal
84862,20190908X51027,Airplane,No,Turbo Prop,0.0,1.0,0.0,1.0,2019-09-08,"TURKEY, TX",United States,Vmc,0,TX,2019,South,2.0,Personal
84913,20190916X74851,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2019-09-16,"Reno, NV",United States,Vmc,0,NV,2019,West,3.0,Personal
84931,20190920X52540,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2019-09-20,"Pepperell, MA",United States,Vmc,0,MA,2019,Northeast,2.0,Personal
84966,20190930X81213,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2019-09-27,"Columbus, MS",United States,Vmc,0,MS,2019,South,1.0,Personal
84981,20191003X13056,Airplane,No,Turbo Prop,5.0,0.0,1.0,0.0,2019-10-03,"Lansing, MI",United States,Imc,1,MI,2019,Midwest,6.0,Personal
85001,20191007X94806,Airplane,No,Turbo Jet,0.0,0.0,0.0,5.0,2019-10-07,"Charleston, SC",United States,Imc,0,SC,2019,South,5.0,Personal
85006,20191008X95051,Airplane,No,Turbo Fan,0.0,0.0,0.0,4.0,2019-10-08,"Fort Myers, FL",United States,Vmc,0,FL,2019,South,4.0,Personal
85017,20191011X13518,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2019-10-11,"Willacoochee, GA",United States,Vmc,0,GA,2019,South,1.0,Personal
85031,20191014X71714,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2019-10-14,"Breckenridge, TX",United States,Vmc,0,TX,2019,South,2.0,Personal
85033,20191015X65228,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-10-14,"Douglas, GA",United States,Vmc,0,GA,2019,South,1.0,Personal
85045,20191021X62154,Airplane,No,Turbo Fan,0.0,0.0,0.0,0.0,2019-10-16,"Augusta, GA",United States,Vmc,0,GA,2019,South,0.0,Personal
85056,20191018X02019,Airplane,No,Turbo Prop,1.0,3.0,1.0,37.0,2019-10-18,"Unalaska, AK",United States,Vmc,1,AK,2019,West,42.0,Small
85062,20191021X35815,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-10-18,"Shellman, GA",United States,Vmc,0,GA,2019,South,1.0,Personal
85080,20191023X05941,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-10-22,"Lamesa, TX",United States,Vmc,0,TX,2019,South,1.0,Personal
85118,20191031X31506,Airplane,No,Turbo Prop,0.0,0.0,1.0,1.0,2019-10-31,"New Braunfels, TX",United States,Vmc,0,TX,2019,South,2.0,Personal
85121,20191104X32212,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2019-10-31,"Honolulu, HI",United States,Vmc,0,HI,2019,West,3.0,Personal
85126,20191102X80415,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2019-11-01,"Stuart, FL",United States,Vmc,1,FL,2019,South,1.0,Personal
85156,20191111X91004,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-11-10,"Mexico, MO",United States,Vmc,0,MO,2019,Midwest,1.0,Personal
85209,20191126X70448,Airplane,No,Turbo Prop,0.0,0.0,0.0,0.0,2019-11-25,"Palmdale, CA",United States,Vmc,0,CA,2019,West,0.0,Personal
85218,20191130X65423,Airplane,No,Turbo Prop,9.0,0.0,3.0,0.0,2019-11-30,"Chamberlain, SD",United States,Imc,1,SD,2019,Midwest,12.0,Small
85227,20191203X81852,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2019-12-03,"Detroit, MI",United States,Vmc,0,MI,2019,Midwest,2.0,Personal
85247,20191210X12113,Airplane,No,Turbo Prop,0.0,0.0,0.0,18.0,2019-12-09,"Keene, NH",United States,Imc,0,NH,2019,Northeast,18.0,Small
85249,20191210X03219,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2019-12-10,"Victoria, TX",United States,Vmc,1,TX,2019,South,1.0,Personal
85271,20191217X72849,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2019-12-17,"Visalia, CA",United States,Vmc,0,CA,2019,West,3.0,Personal
85272,20191224X95158,Airplane,No,Turbo Fan,0.0,0.0,0.0,5.0,2019-12-18,"Scotts Bluff, NE",United States,Vmc,0,NE,2019,Midwest,5.0,Personal
85276,20191220X85302,Airplane,No,Turbo Fan,0.0,0.0,1.0,47.0,2019-12-18,"Disputanta, VA",United States,Vmc,0,VA,2019,South,48.0,Small
85317,20191228X23853,Airplane,No,Turbo Prop,5.0,0.0,1.0,0.0,2019-12-28,"LAFAYETTE, LA",United States,Imc,1,LA,2019,South,6.0,Personal
85338,20200121X21657,Airplane,No,Turbo Fan,0.0,0.0,1.0,13.0,2020-01-02,"Van Nuys, CA",United States,Vmc,0,CA,2020,West,14.0,Small
85339,20200106X74402,Airplane,No,Turbo Fan,0.0,0.0,0.0,5.0,2020-01-03,"San Juan, PR",United States,Imc,0,PR,2020,,5.0,Personal
85342,20200105X63521,Airplane,No,Turbo Prop,0.0,0.0,0.0,9.0,2020-01-04,"Morristown, NJ",United States,Imc,0,NJ,2020,Northeast,9.0,Personal
85420,20200126X34609,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2020-01-25,"San Juan, PR",United States,Imc,0,PR,2020,,2.0,Personal
85431,20200318X52128,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-01-29,"Chilton, WI",United States,Vmc,0,WI,2020,Midwest,1.0,Personal
85456,20200206X90423,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2020-02-06,"Eureka, CA",United States,Vmc,0,CA,2020,West,1.0,Personal
85457,20200206X91343,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2020-02-06,"St Louis, MO",United States,Vmc,0,MO,2020,Midwest,2.0,Personal
85461,20200207X52205,Airplane,No,Turbo Fan,0.0,22.0,1.0,51.0,2020-02-07,"Waynesville, NC",United States,Vmc,0,NC,2020,South,74.0,Medium
85463,20200207X72541,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-02-07,"Baltimore, MD",United States,Imc,0,MD,2020,South,1.0,Personal
85465,20200208X35227,Airplane,No,Turbo Fan,4.0,0.0,0.0,0.0,2020-02-08,"Fairmount, GA",United States,Imc,1,GA,2020,South,4.0,Personal
85467,20200210X23531,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2020-02-08,"Fort Morgan, CO",United States,Vmc,0,CO,2020,West,2.0,Personal
85475,20200213X95851,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2020-02-12,"Benbrook, TX",United States,Vmc,0,TX,2020,South,2.0,Personal
85481,20200213X92852,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2020-02-13,"Broomfield, CO",United States,Imc,0,CO,2020,West,4.0,Personal
85509,20200220X10054,Airplane,No,Turbo Prop,3.0,0.0,0.0,0.0,2020-02-20,"Coleman, TX",United States,Imc,1,TX,2020,South,3.0,Personal
85511,20200220X53802,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2020-02-20,"Daytona Beach, FL",United States,Vmc,0,FL,2020,South,2.0,Personal
85524,20200227X44532,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-02-22,"Bunkie, LA",United States,Vmc,0,LA,2020,South,1.0,Personal
85531,20200225X74134,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-02-25,"Dumas, AR",United States,Vmc,0,AR,2020,South,1.0,Personal
85533,20200226X41215,Airplane,No,Turbo Fan,0.0,0.0,0.0,5.0,2020-02-26,"Farmingdale, NJ",United States,Imc,0,NJ,2020,Northeast,5.0,Personal
85551,20200229X74252,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2020-02-29,"Altoona, PA",United States,Imc,0,PA,2020,Northeast,2.0,Personal
85568,20200305X82724,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2020-03-05,"Rhinelander, WI",United States,Imc,0,WI,2020,Midwest,1.0,Personal
85574,20200319X45343,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2020-03-06,"Boulder City, NV",United States,Vmc,0,NV,2020,West,2.0,Personal
85595,20200316X11409,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2020-03-14,"Scottsdale, AZ",United States,Vmc,0,AZ,2020,West,2.0,Personal
85600,20200317X33838,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2020-03-17,"LaCrosse, KS",United States,Imc,1,KS,2020,Midwest,1.0,Personal
85656,20200408X83712,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2020-04-08,"Pecan Gap, TX",United States,Vmc,1,TX,2020,South,1.0,Personal
85685,20200420X64116,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2020-04-20,"Billings, MT",United States,Vmc,1,MT,2020,West,1.0,Personal
85691,20200421X81851,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-04-21,"El Campo, TX",United States,Vmc,0,TX,2020,South,1.0,Personal
85692,20200422X14853,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-04-21,"Mamou, LA",United States,Vmc,0,LA,2020,South,1.0,Personal
85698,20200423X81031,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2020-04-23,"Mesquite, TX",United States,Vmc,0,TX,2020,South,1.0,Personal
85704,20200427X70009,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2020-04-24,"Fort Lauderdale, FL",United States,Vmc,0,FL,2020,South,3.0,Personal
85745,20200509X12228,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-05-09,"San Antonio, TX",United States,Vmc,0,TX,2020,South,1.0,Personal
85749,20200608X14903,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-05-09,"Imperial, CA",United States,Vmc,0,CA,2020,West,1.0,Personal
85762,20200515X23324,Airplane,No,Turbo Prop,0.0,0.0,0.0,0.0,2020-05-15,"San Angelo, TX",United States,Vmc,0,TX,2020,South,0.0,Personal
85781,20200518X25309,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2020-05-18,"Knoxville, TN",United States,Vmc,0,TN,2020,South,2.0,Personal
85785,20200520X14844,Airplane,No,Turbo Fan,0.0,0.0,0.0,1.0,2020-05-20,"Houston, TX",United States,Vmc,0,TX,2020,South,1.0,Personal
85799,20200523X75238,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2020-05-23,"Bunkie, LA",United States,Vmc,0,LA,2020,South,1.0,Personal
85839,20200601X62536,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-06-01,"Unalakleet, AK",United States,Vmc,0,AK,2020,West,1.0,Personal
85866,20200604X93003,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-06-04,"Lincoln, CA",United States,Vmc,0,CA,2020,West,1.0,Personal
85877,20200605X80257,Airplane,No,Turbo Prop,5.0,0.0,0.0,0.0,2020-06-05,"Eatonton, GA",United States,Imc,1,GA,2020,South,5.0,Personal
85894,20200608X15025,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-06-08,"Hiawatha, KS",United States,Vmc,0,KS,2020,Midwest,1.0,Personal
85912,20200612X23909,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-06-12,"Lenore, ID",United States,Vmc,0,ID,2020,West,1.0,Personal
85923,20200615X33211,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2020-06-15,"Williston, FL",United States,Vmc,0,FL,2020,South,2.0,Personal
85926,20200616X02410,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2020-06-16,"Atmore, AL",United States,Vmc,1,AL,2020,South,1.0,Personal
85936,20200618X02326,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2020-06-17,"Pine Bluff, AR",United States,Vmc,0,AR,2020,South,1.0,Personal
85987,20200627X95205,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-06-27,"Perry, GA",United States,Vmc,0,GA,2020,South,1.0,Personal
85993,20200629X31824,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-06-29,"South Bay, FL",United States,Vmc,0,FL,2020,South,1.0,Personal
86016,20200703X24852,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2020-07-03,"Titusville, FL",United States,Vmc,0,FL,2020,South,3.0,Personal
86020,20200708X33014,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-07-03,"Weldon, AR",United States,Vmc,0,AR,2020,South,1.0,Personal
86061,20200713X05556,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-07-10,"Dalhart, TX",United States,Vmc,0,TX,2020,South,1.0,Personal
86083,20200713X14320,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-07-12,"Keokuk, IA",United States,Vmc,0,IA,2020,Midwest,1.0,Personal
86092,20200715X05658,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-07-14,"Birch Creek, AK",United States,Vmc,0,AK,2020,West,1.0,Personal
86101,20200716X71613,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-07-15,"Washington, NC",United States,Vmc,0,NC,2020,South,1.0,Personal
86143,20200723X40050,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2020-07-22,"Montgomery, AL",United States,Vmc,0,AL,2020,South,2.0,Personal
86159,20200725X60143,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2020-07-25,"Grant, NE",United States,Vmc,1,NE,2020,Midwest,1.0,Personal
86169,20200727X31809,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-07-27,"Tiro, OH",United States,Vmc,0,OH,2020,Midwest,1.0,Personal
86178,20200728X14620,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2020-07-28,"Hunts Point, WA",United States,Vmc,0,WA,2020,West,1.0,Personal
86215,20200807X45731,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2020-08-03,"Alicia, AR",United States,Vmc,0,AR,2020,South,1.0,Personal
86273,20200816X62854,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-08-16,"Rice, MN",United States,Vmc,0,MN,2020,Midwest,1.0,Personal
86284,20200818X51852,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2020-08-18,"Scottsbluff, NE",United States,Vmc,0,NE,2020,Midwest,1.0,Personal
86304,20200820X81853,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-08-20,"Inverness, MS",United States,Vmc,0,MS,2020,South,1.0,Personal
86305,20200820X85853,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2020-08-20,"Rockford, IL",United States,Vmc,1,IL,2020,Midwest,1.0,Personal
86311,20200821X74853,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2020-08-21,"Del, AR",United States,Vmc,1,AR,2020,South,1.0,Personal
86322,20200824X01445,Airplane,No,Turbo Jet,0.0,0.0,0.0,1.0,2020-08-24,"Reno, NV",United States,Vmc,0,NV,2020,West,1.0,Personal
86367,20200831X21334,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2020-08-31,"Fortuna, CA",United States,Vmc,0,CA,2020,West,3.0,Personal
86375,20200903X00132,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2020-09-03,"Hawkinsville, GA",United States,Vmc,0,GA,2020,South,1.0,Personal
86397,20200908X03800,Airplane,No,Turbo Prop,0.0,0.0,0.0,8.0,2020-09-07,"Whitmore, AZ",United States,Vmc,0,AZ,2020,West,8.0,Personal
86443,20200930102061,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2020-09-14,"Lake Abert, OR",United States,Vmc,0,OR,2020,West,3.0,Personal
86473,20200920X32151,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-09-20,"Somerton, AZ",United States,Vmc,0,AZ,2020,West,1.0,Personal
86541,20201005102087,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2020-10-02,"Egypt, AR",United States,Vmc,0,AR,2020,South,1.0,Personal
86822,20201215102415,Airplane,No,Turbo Fan,0.0,0.0,0.0,1.0,2020-12-14,"Leadville, CO",United States,Vmc,0,CO,2020,West,1.0,Personal
86921,20210126102561,Airplane,No,Turbo Prop,0.0,0.0,1.0,4.0,2021-01-14,"Myrtle Beach, SC",United States,Vmc,0,SC,2021,South,5.0,Personal
86965,20210201102579,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2021-01-28,"Davenport, IA",United States,Vmc,0,IA,2021,Midwest,2.0,Personal
87103,20210305102717,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2021-03-05,"Moorhead, MS",United States,Vmc,0,MS,2021,South,1.0,Personal
87133,20210316102764,Airplane,No,Turbo Prop,0.0,0.0,0.0,5.0,2021-03-13,"Chevak, AK",United States,Vmc,0,AK,2021,West,5.0,Personal
87218,20210331102846,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2021-03-31,"Vienna, GA",United States,Vmc,0,GA,2021,South,1.0,Personal
87281,20210419102941,Airplane,No,Turbo Prop,0.0,0.0,0.0,9.0,2021-04-16,"Chignik Lagoon, AK",United States,Vmc,0,AK,2021,West,9.0,Personal
87289,20210419102936,Airplane,No,Turbo Prop,0.0,0.0,0.0,0.0,2021-04-17,"Hermiston, OR",United States,Vmc,0,OR,2021,West,0.0,Personal
87331,20210427102981,Airplane,No,Turbo Prop,0.0,0.0,0.0,5.0,2021-04-26,"Laceyville, PA",United States,Vmc,0,PA,2021,Northeast,5.0,Personal
87367,20210524103131,Airplane,No,Turbo Fan,0.0,0.0,0.0,6.0,2021-05-02,"Charleston, SC",United States,Vmc,0,SC,2021,South,6.0,Personal
87410,20210629103373,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2021-05-10,"Palm Springs, CA",United States,Vmc,0,CA,2021,West,3.0,Personal
87499,20210601103176,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2021-05-27,"Trumann, AR",United States,Vmc,0,AR,2021,South,1.0,Personal
87637,20210621103306,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2021-06-20,"Edwardsburg, MI",United States,Vmc,0,MI,2021,Midwest,1.0,Personal
87674,20210628103357,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2021-06-25,"Las Vegas, NV",United States,Vmc,0,NV,2021,West,2.0,Personal
87704,20210630103390,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2021-06-29,"Hoxie, AR",United States,Vmc,0,AR,2021,South,1.0,Personal
87784,20210712103453,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2021-07-11,"Newell, IA",United States,Vmc,0,IA,2021,Midwest,1.0,Personal
87949,20210809103654,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2021-08-06,"Topeka, KS",United States,Vmc,0,KS,2021,Midwest,1.0,Personal
88090,20210904103797,Airplane,No,Turbo Fan,0.0,0.0,0.0,6.0,2021-09-03,"Salt Lake City, UT",United States,Vmc,0,UT,2021,West,6.0,Personal
88723,20220222104672,Airplane,No,Turbo Jet,0.0,0.0,0.0,1.0,2022-02-18,"Detroit, MI",United States,Vmc,0,MI,2022,Midwest,1.0,Personal
88776,20220303104719,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2022-02-28,"Campbellton, TX",United States,Vmc,0,TX,2022,South,2.0,Personal
88825,20220316104785,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2022-03-11,"Taylorville, IL",United States,Vmc,0,IL,2022,Midwest,4.0,Personal
88855,20220323104818,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2022-03-18,"Grapevine, TX",United States,Vmc,0,TX,2022,South,2.0,Personal
88921,20220404104886,Airplane,No,Turbo Prop,0.0,0.0,1.0,5.0,2022-03-29,"Odessa, TX",United States,Vmc,0,TX,2022,South,6.0,Personal
88946,20220406104897,Airplane,No,Turbo Fan,0.0,0.0,0.0,8.0,2022-04-02,"Van Nuys, CA",United States,Vmc,0,CA,2022,West,8.0,Personal
